Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_241.jpg;0;1;0;3.62463;113.5314;19.45139;1.417847;93.70322;-0.00118903
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_307.jpg;0;1;0;3.663645;113.5137;19.74469;1.420336;93.67947;-0.001214499
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_374.jpg;0;1;0;3.702524;113.5004;19.96743;1.42395;93.66016;-0.00158081
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_440.jpg;0;1;0;3.754666;113.487;20.19246;1.42604;93.64163;-0.00159197
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_507.jpg;0;1;0;3.792544;113.469;20.49615;1.431819;93.61697;-0.00125235
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_573.jpg;0;1;0;3.831012;113.4555;20.72659;1.43534;93.59653;-0.001631813
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_640.jpg;0;1;0;3.882599;113.4418;20.95928;1.435799;93.57727;-0.001642719
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_707.jpg;0;1;0;3.920068;113.4282;21.19434;1.440895;93.55783;-0.001265753
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_774.jpg;0;1;0;3.958497;113.4099;21.51121;1.443585;93.52908;-0.001777671
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_840.jpg;0;1;0;3.996428;113.3961;21.75159;1.449396;93.50824;-0.001674622
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_906.jpg;0;1;0;4.046602;113.3823;21.9942;1.453603;93.48813;-0.001213793
/home/mohit/RoboND-Rover-Project/my_testdata/IMG/robocam_2017_09_14_12_06_51_978.jpg;0;1;0;4.083564;113.3639;22.32116;1.45816;93.45914;-0.001221675
